$$Pricebook2.Name$Product2.Name$ProductSellingModel.Name,Id,IsActive,Name,Pricebook2.Name,Pricebook2Id,Product2.Name,Product2Id,ProductSellingModel.Name,ProductSellingModelId,UnitPrice
Standard Price Book;QuantumBit Enterprise TEST;Term Annual,01ual000000BUStAAO,true,QuantumBit Enterprise TEST,Standard Price Book,01sal000000MSqTAAW,QuantumBit Enterprise TEST,01tal000000XG1xAAG,Term Annual,0jPal000000034LEAQ,0
Standard Price Book;Intel Xeon E5-2667 v4 3.2GHz;One-Time,01ual000000BUSvAAO,true,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book,01sal000000MSqTAAW,Intel Xeon E5-2667 v4 3.2GHz,01tal000000XG1NAAW,One-Time,0jPal000000034MEAQ,2499
Standard Price Book;QB API Management Solution;Term Annual,01ual000000BUSwAAO,true,QB API Management Solution,Standard Price Book,01sal000000MSqTAAW,QB API Management Solution,01tal000000XG26AAG,Term Annual,0jPal000000034LEAQ,120000
Standard Price Book;Intel Xeon E5-2683 v4 2.1GHz;One-Time,01ual000000BUSyAAO,true,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book,01sal000000MSqTAAW,Intel Xeon E5-2683 v4 2.1GHz,01tal000000XG1OAAW,One-Time,0jPal000000034MEAQ,1399
Standard Price Book;32GB RDIMM;One-Time,01ual000000BUSzAAO,true,32GB RDIMM,Standard Price Book,01sal000000MSqTAAW,32GB RDIMM,01tal000000XG1PAAW,One-Time,0jPal000000034MEAQ,889
Standard Price Book;1TB 7.2k RPM NLSAS;One-Time,01ual000000BUT0AAO,true,1TB 7.2k RPM NLSAS,Standard Price Book,01sal000000MSqTAAW,1TB 7.2k RPM NLSAS,01tal000000XG1QAAW,One-Time,0jPal000000034MEAQ,499
Standard Price Book;Integration Specialist Engineer;One-Time,01ual000000BUT1AAO,true,Integration Specialist Engineer,Standard Price Book,01sal000000MSqTAAW,Integration Specialist Engineer,01tal000000XG1zAAG,One-Time,0jPal000000034MEAQ,350
Standard Price Book;Module Extension Engineer;One-Time,01ual000000BUT2AAO,true,Module Extension Engineer,Standard Price Book,01sal000000MSqTAAW,Module Extension Engineer,01tal000000XG20AAG,One-Time,0jPal000000034MEAQ,300
Standard Price Book;Quality Assurance Engineer;One-Time,01ual000000BUT3AAO,true,Quality Assurance Engineer,Standard Price Book,01sal000000MSqTAAW,Quality Assurance Engineer,01tal000000XG21AAG,One-Time,0jPal000000034MEAQ,300
Standard Price Book;Data Normalization Expert;One-Time,01ual000000BUT4AAO,true,Data Normalization Expert,Standard Price Book,01sal000000MSqTAAW,Data Normalization Expert,01tal000000XG22AAG,One-Time,0jPal000000034MEAQ,300
Standard Price Book;Additional API;Term Annual,01ual000000BUT5AAO,true,Additional API,Standard Price Book,01sal000000MSqTAAW,Additional API,01tal000000XG1RAAW,Term Annual,0jPal000000034LEAQ,48000
Standard Price Book;Additional API;Term Monthly,01ual000000BUT6AAO,true,Additional API,Standard Price Book,01sal000000MSqTAAW,Additional API,01tal000000XG1RAAW,Term Monthly,0jPal000000034NEAQ,5000
Standard Price Book;Additional API;Evergreen Monthly,01ual000000BUT7AAO,true,Additional API,Standard Price Book,01sal000000MSqTAAW,Additional API,01tal000000XG1RAAW,Evergreen Monthly,0jPal000000034OEAQ,4500
Standard Price Book;QuantumBit Complete Solution;Term Annual,01ual000000BUT8AAO,true,QuantumBit Complete Solution,Standard Price Book,01sal000000MSqTAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,Term Annual,0jPal000000034LEAQ,0
Standard Price Book;4TB 7.2k RPM NLSAS;One-Time,01ual000000BUT9AAO,true,4TB 7.2k RPM NLSAS,Standard Price Book,01sal000000MSqTAAW,4TB 7.2k RPM NLSAS,01tal000000XG1TAAW,One-Time,0jPal000000034MEAQ,799
Standard Price Book;8GB RDIMM;One-Time,01ual000000BUTAAA4,true,8GB RDIMM,Standard Price Book,01sal000000MSqTAAW,8GB RDIMM,01tal000000XG1UAAW,One-Time,0jPal000000034MEAQ,399
Standard Price Book;Intel X710 Dual Port 10Gb Direct Attach;One-Time,01ual000000BUTBAA4,true,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book,01sal000000MSqTAAW,Intel X710 Dual Port 10Gb Direct Attach,01tal000000XG1VAAW,One-Time,0jPal000000034MEAQ,1599
Standard Price Book;C13 to C14 Power Cable 3';One-Time,01ual000000BUTCAA4,true,C13 to C14 Power Cable 3',Standard Price Book,01sal000000MSqTAAW,C13 to C14 Power Cable 3',01tal000000XG1WAAW,One-Time,0jPal000000034MEAQ,250
Standard Price Book;Gold Hardware Maintenance;Term Annual,01ual000000BUTEAA4,true,Gold Hardware Maintenance,Standard Price Book,01sal000000MSqTAAW,Gold Hardware Maintenance,01tal000000XG1cAAG,Term Annual,0jPal000000034LEAQ,30000
Standard Price Book;Silver Hardware Maintenance;Term Annual,01ual000000BUTGAA4,true,Silver Hardware Maintenance,Standard Price Book,01sal000000MSqTAAW,Silver Hardware Maintenance,01tal000000XG1dAAG,Term Annual,0jPal000000034LEAQ,25000
Standard Price Book;Additional Flows - QB Starter;Term Annual,01ual000000BUTIAA4,true,Additional Flows - QB Starter,Standard Price Book,01sal000000MSqTAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Term Annual,0jPal000000034LEAQ,24000
Standard Price Book;Additional Messages - QB Starter;Term Annual,01ual000000BUTKAA4,true,Additional Messages - QB Starter,Standard Price Book,01sal000000MSqTAAW,Additional Messages - QB Starter,01tal000000XG28AAG,Term Annual,0jPal000000034LEAQ,41250
Standard Price Book;Additional Data Throughput (TB);Term Annual,01ual000000BUTMAA4,true,Additional Data Throughput (TB),Standard Price Book,01sal000000MSqTAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Term Annual,0jPal000000034LEAQ,38000
Standard Price Book;Additional Automation QB Credits;Term Annual,01ual000000BUTOAA4,true,Additional Automation QB Credits,Standard Price Book,01sal000000MSqTAAW,Additional Automation QB Credits,01tal000000XG1eAAG,Term Annual,0jPal000000034LEAQ,25
Standard Price Book;Additional API Prod;Term Annual,01ual000000BUTQAA4,true,Additional API Prod,Standard Price Book,01sal000000MSqTAAW,Additional API Prod,01tal000000XG1fAAG,Term Annual,0jPal000000034LEAQ,3240
Standard Price Book;Additional API Pre-Prod;Term Annual,01ual000000BUTSAA4,true,Additional API Pre-Prod,Standard Price Book,01sal000000MSqTAAW,Additional API Pre-Prod,01tal000000XG1gAAG,Term Annual,0jPal000000034LEAQ,3240
Standard Price Book;Additional API Gov;Term Annual,01ual000000BUTUAA4,true,Additional API Gov,Standard Price Book,01sal000000MSqTAAW,Additional API Gov,01tal000000XG1hAAG,Term Annual,0jPal000000034LEAQ,1450
Standard Price Book;Additional API Flex (100M);Term Annual,01ual000000BUTWAA4,true,Additional API Flex (100M),Standard Price Book,01sal000000MSqTAAW,Additional API Flex (100M),01tal000000XG1iAAG,Term Annual,0jPal000000034LEAQ,450
Standard Price Book;Additional QB DataGraph (500M);Term Annual,01ual000000BUTYAA4,true,Additional QB DataGraph (500M),Standard Price Book,01sal000000MSqTAAW,Additional QB DataGraph (500M),01tal000000XG1jAAG,Term Annual,0jPal000000034LEAQ,25000
Standard Price Book;API Access Requests (AEH);Term Annual,01ual000000BUTaAAO,true,API Access Requests (AEH),Standard Price Book,01sal000000MSqTAAW,API Access Requests (AEH),01tal000000XG1kAAG,Term Annual,0jPal000000034LEAQ,45
Standard Price Book;QuantumBit Fundamentals Training;One-Time,01ual000000BUTcAAO,true,QuantumBit Fundamentals Training,Standard Price Book,01sal000000MSqTAAW,QuantumBit Fundamentals Training,01tal000000XG1tAAG,One-Time,0jPal000000034MEAQ,6500
Standard Price Book;QuantumBit Essentials Training;One-Time,01ual000000BUTeAAO,true,QuantumBit Essentials Training,Standard Price Book,01sal000000MSqTAAW,QuantumBit Essentials Training,01tal000000XG1uAAG,One-Time,0jPal000000034MEAQ,8500
Standard Price Book;Professional Services Daily Rate;One-Time,01ual000000BUTgAAO,true,Professional Services Daily Rate,Standard Price Book,01sal000000MSqTAAW,Professional Services Daily Rate,01tal000000XG1vAAG,One-Time,0jPal000000034MEAQ,250
Standard Price Book;Professional Services Scope of Work;One-Time,01ual000000BUThAAO,true,Professional Services Scope of Work,Standard Price Book,01sal000000MSqTAAW,Professional Services Scope of Work,01tal000000XG1wAAG,One-Time,0jPal000000034MEAQ,25000
Standard Price Book;Program Director;One-Time,01ual000000BUTiAAO,true,Program Director,Standard Price Book,01sal000000MSqTAAW,Program Director,01tal000000XG23AAG,One-Time,0jPal000000034MEAQ,350
Standard Price Book;Solutions Architect;One-Time,01ual000000BUTjAAO,true,Solutions Architect,Standard Price Book,01sal000000MSqTAAW,Solutions Architect,01tal000000XG24AAG,One-Time,0jPal000000034MEAQ,500
Standard Price Book;Project Manager;One-Time,01ual000000BUTkAAO,true,Project Manager,Standard Price Book,01sal000000MSqTAAW,Project Manager,01tal000000XG25AAG,One-Time,0jPal000000034MEAQ,300
Standard Price Book;QB API Management Solution;Evergreen Monthly,01ual000000BVrhAAG,true,QB API Management Solution,Standard Price Book,01sal000000MSqTAAW,QB API Management Solution,01tal000000XG26AAG,Evergreen Monthly,0jPal000000034OEAQ,1000
Standard Price Book;QuantumBit Complete Solution;Evergreen Monthly,01ual000000BWB3AAO,true,QuantumBit Complete Solution,Standard Price Book,01sal000000MSqTAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,Evergreen Monthly,0jPal000000034OEAQ,0
Standard Price Book;QuantumBit Complete Solution;One-Time,01ual000000BWFtAAO,true,QuantumBit Complete Solution,Standard Price Book,01sal000000MSqTAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,One-Time,0jPal000000034MEAQ,0
Standard Price Book;API Access Requests (AEH);Term Monthly,01ual000000BWFuAAO,true,API Access Requests (AEH),Standard Price Book,01sal000000MSqTAAW,API Access Requests (AEH),01tal000000XG1kAAG,Term Monthly,0jPal000000034NEAQ,5
Standard Price Book;Additional Messages - QB Starter;Evergreen Monthly,01ual000000BXFBAA4,true,Additional Messages - QB Starter,Standard Price Book,01sal000000MSqTAAW,Additional Messages - QB Starter,01tal000000XG28AAG,Evergreen Monthly,0jPal000000034OEAQ,3500
Standard Price Book;Additional Data Throughput (TB);Evergreen Monthly,01ual000000BXLdAAO,true,Additional Data Throughput (TB),Standard Price Book,01sal000000MSqTAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Evergreen Monthly,0jPal000000034OEAQ,3200
Standard Price Book;Additional Flows - QB Starter;Evergreen Monthly,01ual000000BXOrAAO,true,Additional Flows - QB Starter,Standard Price Book,01sal000000MSqTAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Evergreen Monthly,0jPal000000034OEAQ,2000
Standard Price Book;API Access Requests (AEH);Evergreen Monthly,01ual000000BXlRAAW,true,API Access Requests (AEH),Standard Price Book,01sal000000MSqTAAW,API Access Requests (AEH),01tal000000XG1kAAG,Evergreen Monthly,0jPal000000034OEAQ,5
Standard Price Book;Additional Automation QB Credits;Evergreen Monthly,01ual000000BXofAAG,true,Additional Automation QB Credits,Standard Price Book,01sal000000MSqTAAW,Additional Automation QB Credits,01tal000000XG1eAAG,Evergreen Monthly,0jPal000000034OEAQ,2.5
Standard Price Book;Additional Flows - QB Starter;Term Monthly,01ual000000BZ45AAG,true,Additional Flows - QB Starter,Standard Price Book,01sal000000MSqTAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Term Monthly,0jPal000000034NEAQ,1500
Standard Price Book;Additional Data Throughput (TB);Term Monthly,01ual000000BZ8vAAG,true,Additional Data Throughput (TB),Standard Price Book,01sal000000MSqTAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Term Monthly,0jPal000000034NEAQ,3000
Global Price Book;QB API Management Solution;Evergreen Monthly,01ual000000BSYhAAO,true,QB API Management Solution,Global Price Book,01sal000000MSqUAAW,QB API Management Solution,01tal000000XG26AAG,Evergreen Monthly,0jPal000000034OEAQ,1000
Global Price Book;Subscription;Evergreen Monthly,01ual000000BUSdAAO,true,Subscription,Global Price Book,01sal000000MSqUAAW,Subscription,01tal000000XG1BAAW,Evergreen Monthly,0jPal000000034OEAQ,29
Global Price Book;Subscription;Term Monthly,01ual000000BUSeAAO,true,Subscription,Global Price Book,01sal000000MSqUAAW,Subscription,01tal000000XG1BAAW,Term Monthly,0jPal000000034NEAQ,39
Global Price Book;QuantumBit Starter;One-Time,01ual000000BUSrAAO,true,QuantumBit Starter,Global Price Book,01sal000000MSqUAAW,QuantumBit Starter,01tal000000XG1LAAW,One-Time,0jPal000000034MEAQ,0
Global Price Book;QuantumBit Enterprise TEST;Term Annual,01ual000000BUSuAAO,true,QuantumBit Enterprise TEST,Global Price Book,01sal000000MSqUAAW,QuantumBit Enterprise TEST,01tal000000XG1xAAG,Term Annual,0jPal000000034LEAQ,0
Global Price Book;QB API Management Solution;Term Annual,01ual000000BUSxAAO,true,QB API Management Solution,Global Price Book,01sal000000MSqUAAW,QB API Management Solution,01tal000000XG26AAG,Term Annual,0jPal000000034LEAQ,120000
Global Price Book;C13 to C14 Power Cable 3';One-Time,01ual000000BUTDAA4,true,C13 to C14 Power Cable 3',Global Price Book,01sal000000MSqUAAW,C13 to C14 Power Cable 3',01tal000000XG1WAAW,One-Time,0jPal000000034MEAQ,250
Global Price Book;Gold Hardware Maintenance;Term Annual,01ual000000BUTFAA4,true,Gold Hardware Maintenance,Global Price Book,01sal000000MSqUAAW,Gold Hardware Maintenance,01tal000000XG1cAAG,Term Annual,0jPal000000034LEAQ,30000
Global Price Book;Silver Hardware Maintenance;Term Annual,01ual000000BUTHAA4,true,Silver Hardware Maintenance,Global Price Book,01sal000000MSqUAAW,Silver Hardware Maintenance,01tal000000XG1dAAG,Term Annual,0jPal000000034LEAQ,25000
Global Price Book;Additional Flows - QB Starter;Term Annual,01ual000000BUTJAA4,true,Additional Flows - QB Starter,Global Price Book,01sal000000MSqUAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Term Annual,0jPal000000034LEAQ,24000
Global Price Book;Additional Messages - QB Starter;Term Annual,01ual000000BUTLAA4,true,Additional Messages - QB Starter,Global Price Book,01sal000000MSqUAAW,Additional Messages - QB Starter,01tal000000XG28AAG,Term Annual,0jPal000000034LEAQ,41250
Global Price Book;Additional Data Throughput (TB);Term Annual,01ual000000BUTNAA4,true,Additional Data Throughput (TB),Global Price Book,01sal000000MSqUAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Term Annual,0jPal000000034LEAQ,38000
Global Price Book;Additional Automation QB Credits;Term Annual,01ual000000BUTPAA4,true,Additional Automation QB Credits,Global Price Book,01sal000000MSqUAAW,Additional Automation QB Credits,01tal000000XG1eAAG,Term Annual,0jPal000000034LEAQ,25
Global Price Book;Additional API Prod;Term Annual,01ual000000BUTRAA4,true,Additional API Prod,Global Price Book,01sal000000MSqUAAW,Additional API Prod,01tal000000XG1fAAG,Term Annual,0jPal000000034LEAQ,3240
Global Price Book;Additional API Pre-Prod;Term Annual,01ual000000BUTTAA4,true,Additional API Pre-Prod,Global Price Book,01sal000000MSqUAAW,Additional API Pre-Prod,01tal000000XG1gAAG,Term Annual,0jPal000000034LEAQ,3240
Global Price Book;Additional API Gov;Term Annual,01ual000000BUTVAA4,true,Additional API Gov,Global Price Book,01sal000000MSqUAAW,Additional API Gov,01tal000000XG1hAAG,Term Annual,0jPal000000034LEAQ,1450
Global Price Book;Additional API Flex (100M);Term Annual,01ual000000BUTXAA4,true,Additional API Flex (100M),Global Price Book,01sal000000MSqUAAW,Additional API Flex (100M),01tal000000XG1iAAG,Term Annual,0jPal000000034LEAQ,450
Global Price Book;Additional QB DataGraph (500M);Term Annual,01ual000000BUTZAA4,true,Additional QB DataGraph (500M),Global Price Book,01sal000000MSqUAAW,Additional QB DataGraph (500M),01tal000000XG1jAAG,Term Annual,0jPal000000034LEAQ,25000
Global Price Book;API Access Requests (AEH);Term Annual,01ual000000BUTbAAO,true,API Access Requests (AEH),Global Price Book,01sal000000MSqUAAW,API Access Requests (AEH),01tal000000XG1kAAG,Term Annual,0jPal000000034LEAQ,45
Global Price Book;QuantumBit Fundamentals Training;One-Time,01ual000000BUTdAAO,true,QuantumBit Fundamentals Training,Global Price Book,01sal000000MSqUAAW,QuantumBit Fundamentals Training,01tal000000XG1tAAG,One-Time,0jPal000000034MEAQ,6500
Global Price Book;QuantumBit Essentials Training;One-Time,01ual000000BUTfAAO,true,QuantumBit Essentials Training,Global Price Book,01sal000000MSqUAAW,QuantumBit Essentials Training,01tal000000XG1uAAG,One-Time,0jPal000000034MEAQ,8500
Global Price Book;QuantumBit Complete Solution;Evergreen Monthly,01ual000000BWEHAA4,true,QuantumBit Complete Solution,Global Price Book,01sal000000MSqUAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,Evergreen Monthly,0jPal000000034OEAQ,0
Global Price Book;Additional Messages - QB Starter;Evergreen Monthly,01ual000000BXGnAAO,true,Additional Messages - QB Starter,Global Price Book,01sal000000MSqUAAW,Additional Messages - QB Starter,01tal000000XG28AAG,Evergreen Monthly,0jPal000000034OEAQ,3500
Global Price Book;Additional Data Throughput (TB);Evergreen Monthly,01ual000000BXNFAA4,true,Additional Data Throughput (TB),Global Price Book,01sal000000MSqUAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Evergreen Monthly,0jPal000000034OEAQ,3200
Global Price Book;Additional Flows - QB Starter;Evergreen Monthly,01ual000000BXa9AAG,true,Additional Flows - QB Starter,Global Price Book,01sal000000MSqUAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Evergreen Monthly,0jPal000000034OEAQ,2000
Global Price Book;QuantumBit Complete Solution;Term Annual,01ual000000BXezAAG,true,QuantumBit Complete Solution,Global Price Book,01sal000000MSqUAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,Term Annual,0jPal000000034LEAQ,0
Global Price Book;QuantumBit Complete Solution;One-Time,01ual000000BXiDAAW,true,QuantumBit Complete Solution,Global Price Book,01sal000000MSqUAAW,QuantumBit Complete Solution,01tal000000XG1SAAW,One-Time,0jPal000000034MEAQ,0
Global Price Book;API Access Requests (AEH);Evergreen Monthly,01ual000000BXn3AAG,true,API Access Requests (AEH),Global Price Book,01sal000000MSqUAAW,API Access Requests (AEH),01tal000000XG1kAAG,Evergreen Monthly,0jPal000000034OEAQ,5
Global Price Book;Additional Automation QB Credits;Evergreen Monthly,01ual000000BXogAAG,true,Additional Automation QB Credits,Global Price Book,01sal000000MSqUAAW,Additional Automation QB Credits,01tal000000XG1eAAG,Evergreen Monthly,0jPal000000034OEAQ,2.5
Global Price Book;Additional Flows - QB Starter;Term Monthly,01ual000000BZ5hAAG,true,Additional Flows - QB Starter,Global Price Book,01sal000000MSqUAAW,Additional Flows - QB Starter,01tal000000XG27AAG,Term Monthly,0jPal000000034NEAQ,1500
Global Price Book;Additional Data Throughput (TB);Term Monthly,01ual000000BZ5iAAG,true,Additional Data Throughput (TB),Global Price Book,01sal000000MSqUAAW,Additional Data Throughput (TB),01tal000000XG29AAG,Term Monthly,0jPal000000034NEAQ,3000
Global Price Book;API Access Requests (AEH);Term Monthly,01ual000000BZGzAAO,true,API Access Requests (AEH),Global Price Book,01sal000000MSqUAAW,API Access Requests (AEH),01tal000000XG1kAAG,Term Monthly,0jPal000000034NEAQ,5
