$$Product2.Name$ProductSellingModel.Name,Id,IsDefault,Product2.Id,Product2.Name,Product2Id,ProductSellingModel.$$Name$SellingModelType,ProductSellingModel.Id,ProductSellingModelId,ProrationPolicy.Id,ProrationPolicy.Name,ProrationPolicyId
API Access Requests (AEH);Term Annual,Y3UUZZQHTFLRG5GPQD,true,PJUIJPP4W3GJFYHGBK,API Access Requests (AEH),PJUIJPP4W3GJFYHGBK,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Flows - QB Starter;Term Annual,MANT2F6TYEVA1JAZDU,true,6YXU0AOW2YSNMIPP5H,Additional Flows - QB Starter,6YXU0AOW2YSNMIPP5H,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Messages - QB Starter;Term Annual,8BPEGP0UJCTYNHJKZI,true,930JUDKICMFLAFR2IX,Additional Messages - QB Starter,930JUDKICMFLAFR2IX,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Data Throughput (TB);Term Annual,LT8BDXP4I7JYDXUR3Q,true,UOZ7WXWFLG4IYUYM1G,Additional Data Throughput (TB),UOZ7WXWFLG4IYUYM1G,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QB API Management Solution;Term Annual,MEJVBTTE64XV0WKAS4,true,TOVB06CUS1IGMEM7XM,QB API Management Solution,TOVB06CUS1IGMEM7XM,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QuantumBit Starter;One-Time,NHOEFEGKTLVT7KYCST,true,RYIQFWNBU0EKF5TF7O,QuantumBit Starter,RYIQFWNBU0EKF5TF7O,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Gold Hardware Maintenance;Term Annual,LVJSWXJLYJUK9CF7MQ,true,BO4F6YXNRWS3UHUDOL,Gold Hardware Maintenance,BO4F6YXNRWS3UHUDOL,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional API;Term Annual,T1GZPE5RJYC6RERNP5,true,H4SCHGCSBGSI4VMLPN,Additional API,H4SCHGCSBGSI4VMLPN,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QuantumBit Complete Solution;Term Annual,71WNYPTYK60DJ2XESW,true,LISQH1OBWZUZGML4JX,QuantumBit Complete Solution,LISQH1OBWZUZGML4JX,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional API;Term Monthly,4WVXQVWFUE1KPZMKI9,false,H4SCHGCSBGSI4VMLPN,Additional API,H4SCHGCSBGSI4VMLPN,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional API;Evergreen Monthly,NYCRDRFW49TC96VXIA,false,H4SCHGCSBGSI4VMLPN,Additional API,H4SCHGCSBGSI4VMLPN,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
16GB RDIMM;One-Time,LUKJRUZYBTGMYXDQHW,true,YAMVDNP6ZHLQTHFC6R,16GB RDIMM,YAMVDNP6ZHLQTHFC6R,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
4TB 7.2k RPM NLSAS;One-Time,RMRY3T01YZUTY0B7PZ,true,ZRAY7C6QRLL6LHXITE,4TB 7.2k RPM NLSAS,ZRAY7C6QRLL6LHXITE,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
8TB 7.2k RPM NLSAS;One-Time,KLLXXVC05V1CZ8FUGE,true,U7S3OIV8RRVX1AP2XK,8TB 7.2k RPM NLSAS,U7S3OIV8RRVX1AP2XK,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
8TB 7.2k RPM Self-Encrypting NLSAS;One-Time,IKFQBOMEUNTP8QTTDD,true,BHCNX1DUZOTFYKIFN9,8TB 7.2k RPM Self-Encrypting NLSAS,BHCNX1DUZOTFYKIFN9,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
QuantumBit Services Project;One-Time,5RDDUUPETVHIZXKX0L,true,QOOCYUCGGZ6BJDGEBR,QuantumBit Services Project,QOOCYUCGGZ6BJDGEBR,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Module Extension Engineer;One-Time,VUBAN7T94BANR4E55Q,true,EZ4Q8WYRDRHKULICOP,Module Extension Engineer,EZ4Q8WYRDRHKULICOP,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Program Director;One-Time,JPPBN4AAH6JDCOKW5I,true,4M7QRJMIJBOJV5VLP8,Program Director,4M7QRJMIJBOJV5VLP8,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Intel Xeon E5-2660 v4 2.0GHz;One-Time,RIMPS4TUXI05S6UMYN,true,EDMGKFBLPWJSEFFQ2V,Intel Xeon E5-2660 v4 2.0GHz,EDMGKFBLPWJSEFFQ2V,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Quality Assurance Engineer;One-Time,SH9NRIHPA4VMVXPNNX,true,FFSQGXSHJIASVX5Q2O,Quality Assurance Engineer,FFSQGXSHJIASVX5Q2O,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Intel X710 Dual Port 10Gb Direct Attach;One-Time,OKAH3HLSTKCG5A0LCZ,true,W07SQOFBRJDCYLSLA7,Intel X710 Dual Port 10Gb Direct Attach,W07SQOFBRJDCYLSLA7,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Implementation Engineer;One-Time,HH1PN8BFFHI3QSIKVW,true,59HPFQZPUWSEICIXN5,Implementation Engineer,59HPFQZPUWSEICIXN5,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Intel Xeon E5-2683 v4 2.1GHz;One-Time,DZT1X21OJGSFNUHQZY,true,BBYMB74LXXODQN1RRU,Intel Xeon E5-2683 v4 2.1GHz,BBYMB74LXXODQN1RRU,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Data Normalization Expert;One-Time,GZWVBGBZO35UFMFEOX,true,RDTJ9VUZD1CP68LB7K,Data Normalization Expert,RDTJ9VUZD1CP68LB7K,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Intel Xeon E5-2609 v4 1.7GHz;One-Time,F1PEW0XJQZ8NCDRZPL,true,KPSNWFN2YSMF6QH7XL,Intel Xeon E5-2609 v4 1.7GHz,KPSNWFN2YSMF6QH7XL,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
PowerSwerve R750 Rack Server;One-Time,LLQ4TWZ9MOW1KIQVZ5,true,JU2FWEY6BI19Q2HDDQ,PowerSwerve R750 Rack Server,JU2FWEY6BI19Q2HDDQ,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
8GB RDIMM;One-Time,LJSDPYWGSUWHIIWO64,true,6PTBZCBA0G1VB87IP6,8GB RDIMM,6PTBZCBA0G1VB87IP6,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
32GB RDIMM;One-Time,LF8AYDI3PVIEKFCZ1C,true,6WIQTIAKMIU2BVHZFQ,32GB RDIMM,6WIQTIAKMIU2BVHZFQ,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
1TB 7.2k RPM NLSAS;One-Time,HAQZTI6TMZ0TUK31DR,true,JRRQEMB2GEWL045WVW,1TB 7.2k RPM NLSAS,JRRQEMB2GEWL045WVW,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Intel X710 Dual Port 10Gb SFP;One-Time,6PMHY2CQJM24PFABDU,true,JZBQPO44HRAQGPFBDY,Intel X710 Dual Port 10Gb SFP,JZBQPO44HRAQGPFBDY,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Integration Specialist Engineer;One-Time,SAIJ5J3PHIXRJIC4XG,true,RVLZAUBCXGR2GIDEBP,Integration Specialist Engineer,RVLZAUBCXGR2GIDEBP,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Solutions Architect;One-Time,5IIXCJONOE9FDWJRIN,true,VBMFGCZ4ZIEHPFC4WH,Solutions Architect,VBMFGCZ4ZIEHPFC4WH,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Configured Power Cable;One-Time,KO4OVIUL8CXAC7AJQF,true,K7LJAYQXKMZ5Q9ZNYY,Configured Power Cable,K7LJAYQXKMZ5Q9ZNYY,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Subscription;Evergreen Monthly,2RTUI1JKKFX7OTJKWE,false,H2C0S9HDIOAOUVOKC6,Subscription,H2C0S9HDIOAOUVOKC6,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Professional Services Daily Rate;One-Time,E4BOW2C0G3EDEVYBJK,true,JJOWOX6VTRDNZKLRNL,Professional Services Daily Rate,JJOWOX6VTRDNZKLRNL,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Professional Services Scope of Work;One-Time,A2YTMGNDZAE3KYF187,true,ZMOAEI6YVI5NWJQEZK,Professional Services Scope of Work,ZMOAEI6YVI5NWJQEZK,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Subscription;Term Monthly,NQBNHT67684YIUQSX7,false,H2C0S9HDIOAOUVOKC6,Subscription,H2C0S9HDIOAOUVOKC6,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Intel Xeon E5-2667 v4 3.2GHz;One-Time,XOMI63CNJTPPJKH08R,true,5RQH7JQ7WY95Y4Y3FC,Intel Xeon E5-2667 v4 3.2GHz,5RQH7JQ7WY95Y4Y3FC,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Project Manager;One-Time,Z43CCLXV4XXC8M9BAH,true,7UZQAQX7NKYQMIS5V5,Project Manager,7UZQAQX7NKYQMIS5V5,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
QB API Management Solution;Evergreen Monthly,DJZ9BAPJK0YPEWF3NL,false,TOVB06CUS1IGMEM7XM,QB API Management Solution,TOVB06CUS1IGMEM7XM,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QuantumBit Complete Solution;Evergreen Monthly,LGIFXFJVWDMGHPQ09P,false,LISQH1OBWZUZGML4JX,QuantumBit Complete Solution,LISQH1OBWZUZGML4JX,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
API Access Requests (AEH);Term Monthly,LXZHDNBAGOOHE3RCD2,false,PJUIJPP4W3GJFYHGBK,API Access Requests (AEH),PJUIJPP4W3GJFYHGBK,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QuantumBit Complete Solution;One-Time,JCUCTKQQBVPBOWNO3H,false,LISQH1OBWZUZGML4JX,QuantumBit Complete Solution,LISQH1OBWZUZGML4JX,One-Time;OneTime,ALVWKDBK8EJXHRXXYY,ALVWKDBK8EJXHRXXYY,,,
Additional Messages - QB Starter;Evergreen Monthly,HSRTFJTYVZOKV583IQ,false,930JUDKICMFLAFR2IX,Additional Messages - QB Starter,930JUDKICMFLAFR2IX,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Data Throughput (TB);Evergreen Monthly,QTRYNYX2AXPXTJZHBI,false,UOZ7WXWFLG4IYUYM1G,Additional Data Throughput (TB),UOZ7WXWFLG4IYUYM1G,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Flows - QB Starter;Evergreen Monthly,TGUSEMK0EVXTUASNVY,false,6YXU0AOW2YSNMIPP5H,Additional Flows - QB Starter,6YXU0AOW2YSNMIPP5H,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
API Access Requests (AEH);Evergreen Monthly,HTBCU6QVACDF2TPLDK,false,PJUIJPP4W3GJFYHGBK,API Access Requests (AEH),PJUIJPP4W3GJFYHGBK,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Automation QB Credits;Evergreen Monthly,8KG50S0QVSYGWWZ8RC,false,FMQVQ77IY3K9M2NDXT,Additional Automation QB Credits,FMQVQ77IY3K9M2NDXT,Evergreen Monthly;Evergreen,3ACBONHWU9S1OCZ4C8,3ACBONHWU9S1OCZ4C8,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Flows - QB Starter;Term Monthly,NQQMXXI2WMVACW3QIC,false,6YXU0AOW2YSNMIPP5H,Additional Flows - QB Starter,6YXU0AOW2YSNMIPP5H,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Data Throughput (TB);Term Monthly,RISN9YUTHYBQV4WLTF,false,UOZ7WXWFLG4IYUYM1G,Additional Data Throughput (TB),UOZ7WXWFLG4IYUYM1G,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QB API Management Solution;Term Monthly,SYHE7M6OXTMB5OGNCF,false,TOVB06CUS1IGMEM7XM,QB API Management Solution,TOVB06CUS1IGMEM7XM,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
QuantumBit Complete Solution;Term Monthly,9V7QPQTKEGAI78KSCZ,false,LISQH1OBWZUZGML4JX,QuantumBit Complete Solution,LISQH1OBWZUZGML4JX,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Messages - QB Starter;Term Monthly,KI60JIZCZKAW9KNEGJ,false,930JUDKICMFLAFR2IX,Additional Messages - QB Starter,930JUDKICMFLAFR2IX,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Additional Automation QB Credits;Term Monthly,2JW3LV84IMBIEASWHI,false,FMQVQ77IY3K9M2NDXT,Additional Automation QB Credits,FMQVQ77IY3K9M2NDXT,Term Monthly;TermDefined,UAGED9WJIWQIVBDKPA,UAGED9WJIWQIVBDKPA,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Subscription;Term Annual,DSE1COMROZLY5G6LM7,true,H2C0S9HDIOAOUVOKC6,Subscription,H2C0S9HDIOAOUVOKC6,Term Annual;TermDefined,U76IRMLV2ZHAC45JEK,U76IRMLV2ZHAC45JEK,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
Subscription;Evergreen Annual,65BIABA6NLO3TKF18A,false,H2C0S9HDIOAOUVOKC6,Subscription,H2C0S9HDIOAOUVOKC6,Evergreen Annual;Evergreen,Q6FMPMZHLIVUVIYJGC,Q6FMPMZHLIVUVIYJGC,MUUOA0GAMQTECQKAVM,Default Proration Policy,MUUOA0GAMQTECQKAVM
