CurrencyIsoCode,Errors,Id,IsActive,Pricebook2Id,Product2Id,ProductSellingModelId,UnitPrice
USD,,01u8N000004d5YdQAI,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OL1UAM,1500
USD,,01u8N000004d5YeQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL2UAM,3500
USD,,01u8N000004d5YfQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OKzUAM,30000
USD,,01u8N000004d5YgQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL1UAM,3000
USD,,01u8N000004d5YhQAI,true,01s8N000003hfYqQAI,01t8N000004chJCQAY,0jP8N0000008OKzUAM,25000
USD,,01u8N000004d5YiQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL2UAM,5
USD,,01u8N000004d5YjQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OKzUAM,45
USD,,01u8N000004d5YkQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL1UAM,5
USD,,01u8N000004d5YlQAI,true,01s8N000003hfYqQAI,01t8N000004chIQQAY,0jP8N0000008OL0UAM,250
USD,,01u8N000004d5YmQAI,true,01s8N000003hfYqQAI,01t8N000004chIoQAI,0jP8N0000008OL0UAM,249
USD,,01u8N000004d5YnQAI,true,01s8N000003hfYqQAI,01t8N000004chJKQAY,0jP8N0000008OL0UAM,300
USD,,01u8N000004d5YoQAI,true,01s8N000003hfYqQAI,01t8N000004chIWQAY,0jP8N0000008OKzUAM,30000
USD,,01u8N000004d5YpQAI,true,01s8N000003hfYqQAI,01t8N000004chJGQAY,0jP8N0000008OL0UAM,300
USD,,01u8N000004d5YqQAI,true,01s8N000003hfYqQAI,01t8N000004chJHQAY,0jP8N0000008OL0UAM,350
USD,,01u8N000004d5YrQAI,true,01s8N000003hfYqQAI,01t8N000004chIPQAY,0jP8N0000008OL0UAM,1599
USD,,01u8N000004d5YsQAI,true,01s8N000003hfYqQAI,01t8N000004chImQAI,0jP8N0000008OL0UAM,1599
USD,,01u8N000004d5YtQAI,true,01s8N000003hfYqQAI,01t8N000004chIgQAI,0jP8N0000008OL0UAM,1499
USD,,01u8N000004d5YuQAI,true,01s8N000003hfYqQAI,01t8N000004chIGQAY,0jP8N0000008OL0UAM,1699
USD,,01u8N000004d5YvQAI,true,01s8N000003hfYqQAI,01t8N000004chIHQAY,0jP8N0000008OL0UAM,2499
USD,,01u8N000004d5YwQAI,true,01s8N000003hfYqQAI,01t8N000004chIIQAY,0jP8N0000008OL0UAM,1399
USD,,01u8N000004d5YxQAI,true,01s8N000003hfYqQAI,01t8N000004chJIQAY,0jP8N0000008OL0UAM,300
USD,,01u8N000004d5YyQAI,true,01s8N000003hfYqQAI,01t8N000004chIhQAI,0jP8N0000008OL0UAM,3899
USD,,01u8N000004d5YzQAI,true,01s8N000003hfYqQAI,01t8N000004chIeQAI,0jP8N0000008OL0UAM,250
USD,,01u8N000004d5Z0QAI,true,01s8N000003hfYqQAI,01t8N000004chIfQAI,0jP8N0000008OL0UAM,25000
USD,,01u8N000004d5Z1QAI,true,01s8N000003hfYqQAI,01t8N000004chJDQAY,0jP8N0000008OL0UAM,350
USD,,01u8N000004d5Z2QAI,true,01s8N000003hfYqQAI,01t8N000004chJFQAY,0jP8N0000008OL0UAM,300
USD,,01u8N000004d5Z3QAI,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL2UAM,1000
USD,,01u8N000004d5Z4QAI,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OKzUAM,12000
USD,,01u8N000004d5Z5QAI,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL1UAM,1000
USD,,01u8N000004d5Z6QAI,true,01s8N000003hfYqQAI,01t8N000004chJJQAY,0jP8N0000008OL0UAM,300
USD,,01u8N000004d5Z7QAI,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL2UAM,0
USD,,01u8N000004d5Z8QAI,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL0UAM,0
USD,,01u8N000004d5Z9QAI,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OKzUAM,0
USD,,01u8N000004d5ZAQAY,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL1UAM,0
USD,,01u8N000004d5ZBQAY,true,01s8N000003hfYqQAI,01t8N000004chIdQAI,0jP8N0000008OL0UAM,8500
USD,,01u8N000004d5ZCQAY,true,01s8N000003hfYqQAI,01t8N000004chIcQAI,0jP8N0000008OL0UAM,6500
USD,,01u8N000004d5ZDQAY,true,01s8N000003hfYqQAI,01t8N000004chInQAI,0jP8N0000008OL0UAM,0
USD,,01u8N000004d5ZEQAY,true,01s8N000003hfYqQAI,01t8N000004chIFQAY,0jP8N0000008OL0UAM,0
USD,,01u8N000004d5ZFQAY,true,01s8N000003hfYqQAI,01t8N000004chIXQAY,0jP8N0000008OKzUAM,25000
USD,,01u8N000004d5ZGQAY,true,01s8N000003hfYqQAI,01t8N000004chJEQAY,0jP8N0000008OL0UAM,500
USD,,01u8N000004d5ZHQAY,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL3UAM,420
USD,,01u8N000004d5ZIQAY,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL2UAM,35
USD,,01u8N000004d5ZJQAY,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OKzUAM,360
USD,,01u8N000004d5ZKQAY,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL1UAM,30
JPY,,01u8N000004d5ZLQAY,true,01s8N000003hfYqQAI,01t8N000004chIjQAI,0jP8N0000008OL0UAM,90600
JPY,,01u8N000004d5ZMQAY,true,01s8N000003hfYqQAI,01t8N000004chIKQAY,0jP8N0000008OL0UAM,75500
JPY,,01u8N000004d5ZNQAY,true,01s8N000003hfYqQAI,01t8N000004chIJQAY,0jP8N0000008OL0UAM,134500
JPY,,01u8N000004d5ZOQAY,true,01s8N000003hfYqQAI,01t8N000004chINQAY,0jP8N0000008OL0UAM,120900
JPY,,01u8N000004d5ZPQAY,true,01s8N000003hfYqQAI,01t8N000004chIOQAY,0jP8N0000008OL0UAM,60400
JPY,,01u8N000004d5ZQQAY,true,01s8N000003hfYqQAI,01t8N000004chIkQAI,0jP8N0000008OL0UAM,151100
JPY,,01u8N000004d5ZRQAY,true,01s8N000003hfYqQAI,01t8N000004chIlQAI,0jP8N0000008OL0UAM,181400
JPY,,01u8N000004d5ZSQAY,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL2UAM,302600
JPY,,01u8N000004d5ZTQAY,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OKzUAM,2269500
JPY,,01u8N000004d5ZUQAY,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL1UAM,226900
JPY,,01u8N000004d5ZVQAY,true,01s8N000003hfYqQAI,01t8N000004chJBQAY,0jP8N0000008OKzUAM,68100
JPY,,01u8N000004d5ZWQAY,true,01s8N000003hfYqQAI,01t8N000004chJAQAY,0jP8N0000008OKzUAM,219400
JPY,,01u8N000004d5ZXQAY,true,01s8N000003hfYqQAI,01t8N000004chJ9QAI,0jP8N0000008OKzUAM,490200
JPY,,01u8N000004d5ZYQAY,true,01s8N000003hfYqQAI,01t8N000004chIZQAY,0jP8N0000008OKzUAM,490200
JPY,,01u8N000004d5ZZQAY,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OL2UAM,380
JPY,,01u8N000004d5ZaQAI,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OKzUAM,3780
JPY,,01u8N000004d5ZbQAI,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OL1UAM,300
JPY,,01u8N000004d5ZcQAI,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OL2UAM,484200
JPY,,01u8N000004d5ZdQAI,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OKzUAM,5749300
JPY,,01u8N000004d5ZeQAI,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OL1UAM,453900
JPY,,01u8N000004d5ZfQAI,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OL2UAM,302600
JPY,,01u8N000004d5ZgQAI,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OKzUAM,3631100
JPY,,01u8N000004d5ZhQAI,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OL1UAM,226900
JPY,,01u8N000004d5ZiQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL2UAM,529500
JPY,,01u8N000004d5ZjQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OKzUAM,4538900
JPY,,01u8N000004d5ZkQAI,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL1UAM,453900
JPY,,01u8N000004d5ZlQAI,true,01s8N000003hfYqQAI,01t8N000004chJCQAY,0jP8N0000008OKzUAM,3782400
JPY,,01u8N000004d5ZmQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL2UAM,760
JPY,,01u8N000004d5ZnQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OKzUAM,6810
JPY,,01u8N000004d5ZoQAI,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL1UAM,760
JPY,,01u8N000004d5ZpQAI,true,01s8N000003hfYqQAI,01t8N000004chIQQAY,0jP8N0000008OL0UAM,37800
JPY,,01u8N000004d5ZqQAI,true,01s8N000003hfYqQAI,01t8N000004chIoQAI,0jP8N0000008OL0UAM,37700
JPY,,01u8N000004d5ZrQAI,true,01s8N000003hfYqQAI,01t8N000004chJKQAY,0jP8N0000008OL0UAM,45400
JPY,,01u8N000004d5ZsQAI,true,01s8N000003hfYqQAI,01t8N000004chIWQAY,0jP8N0000008OKzUAM,4538900
JPY,,01u8N000004d5ZtQAI,true,01s8N000003hfYqQAI,01t8N000004chJGQAY,0jP8N0000008OL0UAM,45400
JPY,,01u8N000004d5ZuQAI,true,01s8N000003hfYqQAI,01t8N000004chJHQAY,0jP8N0000008OL0UAM,53000
JPY,,01u8N000004d5ZvQAI,true,01s8N000003hfYqQAI,01t8N000004chIPQAY,0jP8N0000008OL0UAM,241900
JPY,,01u8N000004d5ZwQAI,true,01s8N000003hfYqQAI,01t8N000004chImQAI,0jP8N0000008OL0UAM,241900
JPY,,01u8N000004d5ZxQAI,true,01s8N000003hfYqQAI,01t8N000004chIgQAI,0jP8N0000008OL0UAM,226800
JPY,,01u8N000004d5ZyQAI,true,01s8N000003hfYqQAI,01t8N000004chIGQAY,0jP8N0000008OL0UAM,257100
JPY,,01u8N000004d5ZzQAI,true,01s8N000003hfYqQAI,01t8N000004chIHQAY,0jP8N0000008OL0UAM,378100
JPY,,01u8N000004d5a0QAA,true,01s8N000003hfYqQAI,01t8N000004chIIQAY,0jP8N0000008OL0UAM,211700
JPY,,01u8N000004d5a1QAA,true,01s8N000003hfYqQAI,01t8N000004chJIQAY,0jP8N0000008OL0UAM,45400
JPY,,01u8N000004d5a2QAA,true,01s8N000003hfYqQAI,01t8N000004chIhQAI,0jP8N0000008OL0UAM,589900
JPY,,01u8N000004d5a3QAA,true,01s8N000003hfYqQAI,01t8N000004chIeQAI,0jP8N0000008OL0UAM,37800
JPY,,01u8N000004d5a4QAA,true,01s8N000003hfYqQAI,01t8N000004chIfQAI,0jP8N0000008OL0UAM,3782400
JPY,,01u8N000004d5a5QAA,true,01s8N000003hfYqQAI,01t8N000004chJDQAY,0jP8N0000008OL0UAM,53000
JPY,,01u8N000004d5a6QAA,true,01s8N000003hfYqQAI,01t8N000004chJFQAY,0jP8N0000008OL0UAM,45400
JPY,,01u8N000004d5a7QAA,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL2UAM,151300
JPY,,01u8N000004d5a8QAA,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OKzUAM,1815600
JPY,,01u8N000004d5a9QAA,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL1UAM,151300
JPY,,01u8N000004d5aAQAQ,true,01s8N000003hfYqQAI,01t8N000004chJJQAY,0jP8N0000008OL0UAM,45400
JPY,,01u8N000004d5aBQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL2UAM,0
JPY,,01u8N000004d5aCQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL0UAM,0
JPY,,01u8N000004d5aDQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OKzUAM,0
JPY,,01u8N000004d5aEQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL1UAM,0
JPY,,01u8N000004d5aFQAQ,true,01s8N000003hfYqQAI,01t8N000004chIdQAI,0jP8N0000008OL0UAM,1286000
JPY,,01u8N000004d5aGQAQ,true,01s8N000003hfYqQAI,01t8N000004chIcQAI,0jP8N0000008OL0UAM,983400
JPY,,01u8N000004d5aHQAQ,true,01s8N000003hfYqQAI,01t8N000004chInQAI,0jP8N0000008OL0UAM,0
JPY,,01u8N000004d5aIQAQ,true,01s8N000003hfYqQAI,01t8N000004chIFQAY,0jP8N0000008OL0UAM,0
JPY,,01u8N000004d5aJQAQ,true,01s8N000003hfYqQAI,01t8N000004chIXQAY,0jP8N0000008OKzUAM,3782400
JPY,,01u8N000004d5aKQAQ,true,01s8N000003hfYqQAI,01t8N000004chJEQAY,0jP8N0000008OL0UAM,75600
JPY,,01u8N000004d5aLQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL3UAM,63500
JPY,,01u8N000004d5aMQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL2UAM,5300
JPY,,01u8N000004d5aNQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OKzUAM,54470
JPY,,01u8N000004d5aOQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL1UAM,4540
GBP,,01u8N000004d5aPQAQ,true,01s8N000003hfYqQAI,01t8N000004chIjQAI,0jP8N0000008OL0UAM,470
GBP,,01u8N000004d5aQQAQ,true,01s8N000003hfYqQAI,01t8N000004chIKQAY,0jP8N0000008OL0UAM,390
GBP,,01u8N000004d5aRQAQ,true,01s8N000003hfYqQAI,01t8N000004chIJQAY,0jP8N0000008OL0UAM,700
GBP,,01u8N000004d5aSQAQ,true,01s8N000003hfYqQAI,01t8N000004chINQAY,0jP8N0000008OL0UAM,630
GBP,,01u8N000004d5aTQAQ,true,01s8N000003hfYqQAI,01t8N000004chIOQAY,0jP8N0000008OL0UAM,310
GBP,,01u8N000004d5aUQAQ,true,01s8N000003hfYqQAI,01t8N000004chIkQAI,0jP8N0000008OL0UAM,790
GBP,,01u8N000004d5aVQAQ,true,01s8N000003hfYqQAI,01t8N000004chIlQAI,0jP8N0000008OL0UAM,940
GBP,,01u8N000004d5aWQAQ,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL2UAM,1570
GBP,,01u8N000004d5aXQAQ,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OKzUAM,11790
GBP,,01u8N000004d5aYQAQ,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL1UAM,1180
GBP,,01u8N000004d5aZQAQ,true,01s8N000003hfYqQAI,01t8N000004chJBQAY,0jP8N0000008OKzUAM,350
GBP,,01u8N000004d5aaQAA,true,01s8N000003hfYqQAI,01t8N000004chJAQAY,0jP8N0000008OKzUAM,1140
GBP,,01u8N000004d5abQAA,true,01s8N000003hfYqQAI,01t8N000004chJ9QAI,0jP8N0000008OKzUAM,2550
GBP,,01u8N000004d5acQAA,true,01s8N000003hfYqQAI,01t8N000004chIZQAY,0jP8N0000008OKzUAM,2550
GBP,,01u8N000004d5adQAA,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OL2UAM,2
GBP,,01u8N000004d5aeQAA,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OKzUAM,20
GBP,,01u8N000004d5afQAA,true,01s8N000003hfYqQAI,01t8N000004chIYQAY,0jP8N0000008OL1UAM,2
GBP,,01u8N000004d5agQAA,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OL2UAM,2510
GBP,,01u8N000004d5ahQAA,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OKzUAM,29860
GBP,,01u8N000004d5aiQAA,true,01s8N000003hfYqQAI,01t8N000004chJOQAY,0jP8N0000008OL1UAM,2360
GBP,,01u8N000004d5ajQAA,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OL2UAM,1570
GBP,,01u8N000004d5akQAA,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OKzUAM,18860
GBP,,01u8N000004d5alQAA,true,01s8N000003hfYqQAI,01t8N000004chJMQAY,0jP8N0000008OL1UAM,1180
GBP,,01u8N000004d5amQAA,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL2UAM,2750
GBP,,01u8N000004d5anQAA,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OKzUAM,23580
GBP,,01u8N000004d5aoQAA,true,01s8N000003hfYqQAI,01t8N000004chJNQAY,0jP8N0000008OL1UAM,2360
GBP,,01u8N000004d5apQAA,true,01s8N000003hfYqQAI,01t8N000004chJCQAY,0jP8N0000008OKzUAM,19650
GBP,,01u8N000004d5aqQAA,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL2UAM,4
GBP,,01u8N000004d5arQAA,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OKzUAM,35
GBP,,01u8N000004d5asQAA,true,01s8N000003hfYqQAI,01t8N000004chI8QAI,0jP8N0000008OL1UAM,4
GBP,,01u8N000004d5atQAA,true,01s8N000003hfYqQAI,01t8N000004chIQQAY,0jP8N0000008OL0UAM,200
GBP,,01u8N000004d5auQAA,true,01s8N000003hfYqQAI,01t8N000004chIoQAI,0jP8N0000008OL0UAM,200
GBP,,01u8N000004d5avQAA,true,01s8N000003hfYqQAI,01t8N000004chJKQAY,0jP8N0000008OL0UAM,240
GBP,,01u8N000004d5awQAA,true,01s8N000003hfYqQAI,01t8N000004chIWQAY,0jP8N0000008OKzUAM,23580
GBP,,01u8N000004d5axQAA,true,01s8N000003hfYqQAI,01t8N000004chJGQAY,0jP8N0000008OL0UAM,240
GBP,,01u8N000004d5ayQAA,true,01s8N000003hfYqQAI,01t8N000004chJHQAY,0jP8N0000008OL0UAM,280
GBP,,01u8N000004d5azQAA,true,01s8N000003hfYqQAI,01t8N000004chIPQAY,0jP8N0000008OL0UAM,1260
GBP,,01u8N000004d5b0QAA,true,01s8N000003hfYqQAI,01t8N000004chImQAI,0jP8N0000008OL0UAM,1260
GBP,,01u8N000004d5b1QAA,true,01s8N000003hfYqQAI,01t8N000004chIgQAI,0jP8N0000008OL0UAM,1180
GBP,,01u8N000004d5b2QAA,true,01s8N000003hfYqQAI,01t8N000004chIGQAY,0jP8N0000008OL0UAM,1340
GBP,,01u8N000004d5b3QAA,true,01s8N000003hfYqQAI,01t8N000004chIHQAY,0jP8N0000008OL0UAM,1960
GBP,,01u8N000004d5b4QAA,true,01s8N000003hfYqQAI,01t8N000004chIIQAY,0jP8N0000008OL0UAM,1100
GBP,,01u8N000004d5b5QAA,true,01s8N000003hfYqQAI,01t8N000004chJIQAY,0jP8N0000008OL0UAM,240
GBP,,01u8N000004d5b6QAA,true,01s8N000003hfYqQAI,01t8N000004chIhQAI,0jP8N0000008OL0UAM,3060
GBP,,01u8N000004d5b7QAA,true,01s8N000003hfYqQAI,01t8N000004chIeQAI,0jP8N0000008OL0UAM,200
GBP,,01u8N000004d5b8QAA,true,01s8N000003hfYqQAI,01t8N000004chIfQAI,0jP8N0000008OL0UAM,19650
GBP,,01u8N000004d5b9QAA,true,01s8N000003hfYqQAI,01t8N000004chJDQAY,0jP8N0000008OL0UAM,280
GBP,,01u8N000004d5bAQAQ,true,01s8N000003hfYqQAI,01t8N000004chJFQAY,0jP8N0000008OL0UAM,240
GBP,,01u8N000004d5bBQAQ,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL2UAM,790
GBP,,01u8N000004d5bCQAQ,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OKzUAM,9430
GBP,,01u8N000004d5bDQAQ,true,01s8N000003hfYqQAI,01t8N000004chJLQAY,0jP8N0000008OL1UAM,790
GBP,,01u8N000004d5bEQAQ,true,01s8N000003hfYqQAI,01t8N000004chJJQAY,0jP8N0000008OL0UAM,240
GBP,,01u8N000004d5bFQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL2UAM,0
GBP,,01u8N000004d5bGQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL0UAM,0
GBP,,01u8N000004d5bHQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OKzUAM,0
GBP,,01u8N000004d5bIQAQ,true,01s8N000003hfYqQAI,01t8N000004chIMQAY,0jP8N0000008OL1UAM,0
GBP,,01u8N000004d5bJQAQ,true,01s8N000003hfYqQAI,01t8N000004chIdQAI,0jP8N0000008OL0UAM,6680
GBP,,01u8N000004d5bKQAQ,true,01s8N000003hfYqQAI,01t8N000004chIcQAI,0jP8N0000008OL0UAM,5110
GBP,,01u8N000004d5bLQAQ,true,01s8N000003hfYqQAI,01t8N000004chInQAI,0jP8N0000008OL0UAM,0
GBP,,01u8N000004d5bMQAQ,true,01s8N000003hfYqQAI,01t8N000004chIFQAY,0jP8N0000008OL0UAM,0
GBP,,01u8N000004d5bNQAQ,true,01s8N000003hfYqQAI,01t8N000004chIXQAY,0jP8N0000008OKzUAM,19650
GBP,,01u8N000004d5bOQAQ,true,01s8N000003hfYqQAI,01t8N000004chJEQAY,0jP8N0000008OL0UAM,390
GBP,,01u8N000004d5bPQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL3UAM,330
GBP,,01u8N000004d5bQQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL2UAM,30
GBP,,01u8N000004d5bRQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OKzUAM,280
GBP,,01u8N000004d5bSQAQ,true,01s8N000003hfYqQAI,01t8N000004chIiQAI,0jP8N0000008OL1UAM,20
EUR,,01u8N000004d5bTQAQ,true,01s8N000003hfYqQAI,01t8N000004chIjQAI,0jP8N0000008OL0UAM,550
EUR,,01u8N000004d5bUQAQ,true,01s8N000003hfYqQAI,01t8N000004chIKQAY,0jP8N0000008OL0UAM,460
EUR,,01u8N000004d5bVQAQ,true,01s8N000003hfYqQAI,01t8N000004chIJQAY,0jP8N0000008OL0UAM,820
EUR,,01u8N000004d5bWQAQ,true,01s8N000003hfYqQAI,01t8N000004chINQAY,0jP8N0000008OL0UAM,740
EUR,,01u8N000004d5bXQAQ,true,01s8N000003hfYqQAI,01t8N000004chIOQAY,0jP8N0000008OL0UAM,370
EUR,,01u8N000004d5bYQAQ,true,01s8N000003hfYqQAI,01t8N000004chIkQAI,0jP8N0000008OL0UAM,920
EUR,,01u8N000004d5bZQAQ,true,01s8N000003hfYqQAI,01t8N000004chIlQAI,0jP8N0000008OL0UAM,1100
EUR,,01u8N000004d5baQAA,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL2UAM,1840
EUR,,01u8N000004d5bbQAA,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OKzUAM,13800
EUR,,01u8N000004d5bcQAA,true,01s8N000003hfYqQAI,01t8N000004chILQAY,0jP8N0000008OL1UAM,1380
EUR,,01u8N000004d5bdQAA,true,01s8N000003hfYqQAI,01t8N000004chJBQAY,0jP8N0000008OKzUAM,410
EUR,,01u8N000004d5beQAA,true,01s8N000003hfYqQAI,01t8N000004chJAQAY,0jP8N0000008OKzUAM,1330
EUR,,01u8N000004d5bfQAA,true,01s8N000003hfYqQAI,01t8N000004chJ9QAI,0jP8N0000008OKzUAM,2980
