$$Name$Pricebook2.Name$Product2.Name$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,Name,Pricebook2.$$Name$IsStandard,Product2.Name,ProductSellingModel.$$Name$SellingModelType,UnitPrice
C13 to C14 Power Cable 3';Standard Price Book;C13 to C14 Power Cable 3';One-Time;USD,USD,true,C13 to C14 Power Cable 3',Standard Price Book;true,C13 to C14 Power Cable 3',One-Time;OneTime,250
Configured Power Cable;Standard Price Book;Configured Power Cable;One-Time;USD,USD,true,Configured Power Cable,Standard Price Book;true,Configured Power Cable,One-Time;OneTime,249
Data Normalization Expert;Standard Price Book;Data Normalization Expert;One-Time;USD,USD,true,Data Normalization Expert,Standard Price Book;true,Data Normalization Expert,One-Time;OneTime,300
Gold Hardware Maintenance;Standard Price Book;Gold Hardware Maintenance;Term Annual;USD,USD,true,Gold Hardware Maintenance,Standard Price Book;true,Gold Hardware Maintenance,Term Annual;TermDefined,30000
Implementation Engineer;Standard Price Book;Implementation Engineer;One-Time;USD,USD,true,Implementation Engineer,Standard Price Book;true,Implementation Engineer,One-Time;OneTime,300
Integration Specialist Engineer;Standard Price Book;Integration Specialist Engineer;One-Time;USD,USD,true,Integration Specialist Engineer,Standard Price Book;true,Integration Specialist Engineer,One-Time;OneTime,350
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;Intel X710 Dual Port 10Gb Direct Attach;One-Time;USD,USD,true,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,Intel X710 Dual Port 10Gb Direct Attach,One-Time;OneTime,1599
Intel X710 Dual Port 10Gb SFP;Standard Price Book;Intel X710 Dual Port 10Gb SFP;One-Time;USD,USD,true,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,Intel X710 Dual Port 10Gb SFP,One-Time;OneTime,1599
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;Intel Xeon E5-2609 v4 1.7GHz;One-Time;USD,USD,true,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,Intel Xeon E5-2609 v4 1.7GHz,One-Time;OneTime,1499
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;Intel Xeon E5-2660 v4 2.0GHz;One-Time;USD,USD,true,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,Intel Xeon E5-2660 v4 2.0GHz,One-Time;OneTime,1699
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;Intel Xeon E5-2667 v4 3.2GHz;One-Time;USD,USD,true,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,Intel Xeon E5-2667 v4 3.2GHz,One-Time;OneTime,2499
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;Intel Xeon E5-2683 v4 2.1GHz;One-Time;USD,USD,true,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,Intel Xeon E5-2683 v4 2.1GHz,One-Time;OneTime,1399
Module Extension Engineer;Standard Price Book;Module Extension Engineer;One-Time;USD,USD,true,Module Extension Engineer,Standard Price Book;true,Module Extension Engineer,One-Time;OneTime,300
PowerSwerve R750 Rack Server;Standard Price Book;PowerSwerve R750 Rack Server;One-Time;USD,USD,true,PowerSwerve R750 Rack Server,Standard Price Book;true,PowerSwerve R750 Rack Server,One-Time;OneTime,3899
Professional Services Daily Rate;Standard Price Book;Professional Services Daily Rate;One-Time;USD,USD,true,Professional Services Daily Rate,Standard Price Book;true,Professional Services Daily Rate,One-Time;OneTime,250
Professional Services Scope of Work;Standard Price Book;Professional Services Scope of Work;One-Time;USD,USD,true,Professional Services Scope of Work,Standard Price Book;true,Professional Services Scope of Work,One-Time;OneTime,25000
Program Director;Standard Price Book;Program Director;One-Time;USD,USD,true,Program Director,Standard Price Book;true,Program Director,One-Time;OneTime,350
Project Manager;Standard Price Book;Project Manager;One-Time;USD,USD,true,Project Manager,Standard Price Book;true,Project Manager,One-Time;OneTime,300
QB API Management Solution;Standard Price Book;QB API Management Solution;Evergreen Monthly;USD,USD,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Evergreen Monthly;Evergreen,1000
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Annual;USD,USD,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Annual;TermDefined,12000
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Monthly;USD,USD,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Monthly;TermDefined,1000
Quality Assurance Engineer;Standard Price Book;Quality Assurance Engineer;One-Time;USD,USD,true,Quality Assurance Engineer,Standard Price Book;true,Quality Assurance Engineer,One-Time;OneTime,300
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Evergreen Monthly;USD,USD,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;One-Time;USD,USD,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Annual;USD,USD,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Monthly;USD,USD,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QuantumBit Essentials Training;One-Time;USD,USD,true,QuantumBit Essentials Training,Standard Price Book;true,QuantumBit Essentials Training,One-Time;OneTime,8500
QuantumBit Fundamentals Training;Standard Price Book;QuantumBit Fundamentals Training;One-Time;USD,USD,true,QuantumBit Fundamentals Training,Standard Price Book;true,QuantumBit Fundamentals Training,One-Time;OneTime,6500
QuantumBit Services Project;Standard Price Book;QuantumBit Services Project;One-Time;USD,USD,true,QuantumBit Services Project,Standard Price Book;true,QuantumBit Services Project,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QuantumBit Starter;One-Time;USD,USD,true,QuantumBit Starter,Standard Price Book;true,QuantumBit Starter,One-Time;OneTime,0
Silver Hardware Maintenance;Standard Price Book;Silver Hardware Maintenance;Term Annual;USD,USD,true,Silver Hardware Maintenance,Standard Price Book;true,Silver Hardware Maintenance,Term Annual;TermDefined,25000
Solutions Architect;Standard Price Book;Solutions Architect;One-Time;USD,USD,true,Solutions Architect,Standard Price Book;true,Solutions Architect,One-Time;OneTime,500
Subscription;Standard Price Book;Subscription;Evergreen Annual;USD,USD,true,Subscription,Standard Price Book;true,Subscription,Evergreen Annual;Evergreen,420
Subscription;Standard Price Book;Subscription;Evergreen Monthly;USD,USD,true,Subscription,Standard Price Book;true,Subscription,Evergreen Monthly;Evergreen,35
Subscription;Standard Price Book;Subscription;Term Annual;USD,USD,true,Subscription,Standard Price Book;true,Subscription,Term Annual;TermDefined,360
Subscription;Standard Price Book;Subscription;Term Monthly;USD,USD,true,Subscription,Standard Price Book;true,Subscription,Term Monthly;TermDefined,30
16GB RDIMM;Standard Price Book;16GB RDIMM;One-Time;JPY,JPY,true,16GB RDIMM,Standard Price Book;true,16GB RDIMM,One-Time;OneTime,90600
1TB 7.2k RPM NLSAS;Standard Price Book;1TB 7.2k RPM NLSAS;One-Time;JPY,JPY,true,1TB 7.2k RPM NLSAS,Standard Price Book;true,1TB 7.2k RPM NLSAS,One-Time;OneTime,75500
32GB RDIMM;Standard Price Book;32GB RDIMM;One-Time;JPY,JPY,true,32GB RDIMM,Standard Price Book;true,32GB RDIMM,One-Time;OneTime,134500
4TB 7.2k RPM NLSAS;Standard Price Book;4TB 7.2k RPM NLSAS;One-Time;JPY,JPY,true,4TB 7.2k RPM NLSAS,Standard Price Book;true,4TB 7.2k RPM NLSAS,One-Time;OneTime,120900
8GB RDIMM;Standard Price Book;8GB RDIMM;One-Time;JPY,JPY,true,8GB RDIMM,Standard Price Book;true,8GB RDIMM,One-Time;OneTime,60400
8TB 7.2k RPM NLSAS;Standard Price Book;8TB 7.2k RPM NLSAS;One-Time;JPY,JPY,true,8TB 7.2k RPM NLSAS,Standard Price Book;true,8TB 7.2k RPM NLSAS,One-Time;OneTime,151100
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;8TB 7.2k RPM Self-Encrypting NLSAS;One-Time;JPY,JPY,true,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,8TB 7.2k RPM Self-Encrypting NLSAS,One-Time;OneTime,181400
Additional API;Standard Price Book;Additional API;Evergreen Monthly;JPY,JPY,true,Additional API,Standard Price Book;true,Additional API,Evergreen Monthly;Evergreen,302600
Additional API;Standard Price Book;Additional API;Term Annual;JPY,JPY,true,Additional API,Standard Price Book;true,Additional API,Term Annual;TermDefined,2269500
Additional API;Standard Price Book;Additional API;Term Monthly;JPY,JPY,true,Additional API,Standard Price Book;true,Additional API,Term Monthly;TermDefined,226900
Additional API Flex (100M);Standard Price Book;Additional API Flex (100M);Term Annual;JPY,JPY,true,Additional API Flex (100M),Standard Price Book;true,Additional API Flex (100M),Term Annual;TermDefined,68100
Additional API Gov;Standard Price Book;Additional API Gov;Term Annual;JPY,JPY,true,Additional API Gov,Standard Price Book;true,Additional API Gov,Term Annual;TermDefined,219400
Additional API Pre-Prod;Standard Price Book;Additional API Pre-Prod;Term Annual;JPY,JPY,true,Additional API Pre-Prod,Standard Price Book;true,Additional API Pre-Prod,Term Annual;TermDefined,490200
Additional API Prod;Standard Price Book;Additional API Prod;Term Annual;JPY,JPY,true,Additional API Prod,Standard Price Book;true,Additional API Prod,Term Annual;TermDefined,490200
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Evergreen Monthly;JPY,JPY,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Evergreen Monthly;Evergreen,380
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Annual;JPY,JPY,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Annual;TermDefined,3780
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Monthly;JPY,JPY,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Monthly;TermDefined,300
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Evergreen Monthly;JPY,JPY,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Evergreen Monthly;Evergreen,484200
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Annual;JPY,JPY,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Annual;TermDefined,5749300
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Monthly;JPY,JPY,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Monthly;TermDefined,453900
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Evergreen Monthly;JPY,JPY,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Evergreen Monthly;Evergreen,302600
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Annual;JPY,JPY,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Annual;TermDefined,3631100
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Monthly;JPY,JPY,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Monthly;TermDefined,226900
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Evergreen Monthly;JPY,JPY,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Evergreen Monthly;Evergreen,529500
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Annual;JPY,JPY,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Annual;TermDefined,4538900
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Monthly;JPY,JPY,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Monthly;TermDefined,453900
Additional QB DataGraph (500M);Standard Price Book;Additional QB DataGraph (500M);Term Annual;JPY,JPY,true,Additional QB DataGraph (500M),Standard Price Book;true,Additional QB DataGraph (500M),Term Annual;TermDefined,3782400
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Evergreen Monthly;JPY,JPY,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Evergreen Monthly;Evergreen,760
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Annual;JPY,JPY,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Annual;TermDefined,6810
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Monthly;JPY,JPY,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Monthly;TermDefined,760
C13 to C14 Power Cable 3';Standard Price Book;C13 to C14 Power Cable 3';One-Time;JPY,JPY,true,C13 to C14 Power Cable 3',Standard Price Book;true,C13 to C14 Power Cable 3',One-Time;OneTime,37800
Configured Power Cable;Standard Price Book;Configured Power Cable;One-Time;JPY,JPY,true,Configured Power Cable,Standard Price Book;true,Configured Power Cable,One-Time;OneTime,37700
Data Normalization Expert;Standard Price Book;Data Normalization Expert;One-Time;JPY,JPY,true,Data Normalization Expert,Standard Price Book;true,Data Normalization Expert,One-Time;OneTime,45400
Gold Hardware Maintenance;Standard Price Book;Gold Hardware Maintenance;Term Annual;JPY,JPY,true,Gold Hardware Maintenance,Standard Price Book;true,Gold Hardware Maintenance,Term Annual;TermDefined,4538900
Implementation Engineer;Standard Price Book;Implementation Engineer;One-Time;JPY,JPY,true,Implementation Engineer,Standard Price Book;true,Implementation Engineer,One-Time;OneTime,45400
Integration Specialist Engineer;Standard Price Book;Integration Specialist Engineer;One-Time;JPY,JPY,true,Integration Specialist Engineer,Standard Price Book;true,Integration Specialist Engineer,One-Time;OneTime,53000
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;Intel X710 Dual Port 10Gb Direct Attach;One-Time;JPY,JPY,true,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,Intel X710 Dual Port 10Gb Direct Attach,One-Time;OneTime,241900
Intel X710 Dual Port 10Gb SFP;Standard Price Book;Intel X710 Dual Port 10Gb SFP;One-Time;JPY,JPY,true,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,Intel X710 Dual Port 10Gb SFP,One-Time;OneTime,241900
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;Intel Xeon E5-2609 v4 1.7GHz;One-Time;JPY,JPY,true,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,Intel Xeon E5-2609 v4 1.7GHz,One-Time;OneTime,226800
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;Intel Xeon E5-2660 v4 2.0GHz;One-Time;JPY,JPY,true,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,Intel Xeon E5-2660 v4 2.0GHz,One-Time;OneTime,257100
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;Intel Xeon E5-2667 v4 3.2GHz;One-Time;JPY,JPY,true,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,Intel Xeon E5-2667 v4 3.2GHz,One-Time;OneTime,378100
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;Intel Xeon E5-2683 v4 2.1GHz;One-Time;JPY,JPY,true,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,Intel Xeon E5-2683 v4 2.1GHz,One-Time;OneTime,211700
Module Extension Engineer;Standard Price Book;Module Extension Engineer;One-Time;JPY,JPY,true,Module Extension Engineer,Standard Price Book;true,Module Extension Engineer,One-Time;OneTime,45400
PowerSwerve R750 Rack Server;Standard Price Book;PowerSwerve R750 Rack Server;One-Time;JPY,JPY,true,PowerSwerve R750 Rack Server,Standard Price Book;true,PowerSwerve R750 Rack Server,One-Time;OneTime,589900
Professional Services Daily Rate;Standard Price Book;Professional Services Daily Rate;One-Time;JPY,JPY,true,Professional Services Daily Rate,Standard Price Book;true,Professional Services Daily Rate,One-Time;OneTime,37800
Professional Services Scope of Work;Standard Price Book;Professional Services Scope of Work;One-Time;JPY,JPY,true,Professional Services Scope of Work,Standard Price Book;true,Professional Services Scope of Work,One-Time;OneTime,3782400
Program Director;Standard Price Book;Program Director;One-Time;JPY,JPY,true,Program Director,Standard Price Book;true,Program Director,One-Time;OneTime,53000
Project Manager;Standard Price Book;Project Manager;One-Time;JPY,JPY,true,Project Manager,Standard Price Book;true,Project Manager,One-Time;OneTime,45400
QB API Management Solution;Standard Price Book;QB API Management Solution;Evergreen Monthly;JPY,JPY,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Evergreen Monthly;Evergreen,151300
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Annual;JPY,JPY,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Annual;TermDefined,1815600
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Monthly;JPY,JPY,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Monthly;TermDefined,151300
Quality Assurance Engineer;Standard Price Book;Quality Assurance Engineer;One-Time;JPY,JPY,true,Quality Assurance Engineer,Standard Price Book;true,Quality Assurance Engineer,One-Time;OneTime,45400
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Evergreen Monthly;JPY,JPY,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;One-Time;JPY,JPY,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Annual;JPY,JPY,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Monthly;JPY,JPY,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QuantumBit Essentials Training;One-Time;JPY,JPY,true,QuantumBit Essentials Training,Standard Price Book;true,QuantumBit Essentials Training,One-Time;OneTime,1286000
QuantumBit Fundamentals Training;Standard Price Book;QuantumBit Fundamentals Training;One-Time;JPY,JPY,true,QuantumBit Fundamentals Training,Standard Price Book;true,QuantumBit Fundamentals Training,One-Time;OneTime,983400
QuantumBit Services Project;Standard Price Book;QuantumBit Services Project;One-Time;JPY,JPY,true,QuantumBit Services Project,Standard Price Book;true,QuantumBit Services Project,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QuantumBit Starter;One-Time;JPY,JPY,true,QuantumBit Starter,Standard Price Book;true,QuantumBit Starter,One-Time;OneTime,0
Silver Hardware Maintenance;Standard Price Book;Silver Hardware Maintenance;Term Annual;JPY,JPY,true,Silver Hardware Maintenance,Standard Price Book;true,Silver Hardware Maintenance,Term Annual;TermDefined,3782400
Solutions Architect;Standard Price Book;Solutions Architect;One-Time;JPY,JPY,true,Solutions Architect,Standard Price Book;true,Solutions Architect,One-Time;OneTime,75600
Subscription;Standard Price Book;Subscription;Evergreen Annual;JPY,JPY,true,Subscription,Standard Price Book;true,Subscription,Evergreen Annual;Evergreen,63500
Subscription;Standard Price Book;Subscription;Evergreen Monthly;JPY,JPY,true,Subscription,Standard Price Book;true,Subscription,Evergreen Monthly;Evergreen,5300
Subscription;Standard Price Book;Subscription;Term Annual;JPY,JPY,true,Subscription,Standard Price Book;true,Subscription,Term Annual;TermDefined,54470
Subscription;Standard Price Book;Subscription;Term Monthly;JPY,JPY,true,Subscription,Standard Price Book;true,Subscription,Term Monthly;TermDefined,4540
16GB RDIMM;Standard Price Book;16GB RDIMM;One-Time;GBP,GBP,true,16GB RDIMM,Standard Price Book;true,16GB RDIMM,One-Time;OneTime,470
1TB 7.2k RPM NLSAS;Standard Price Book;1TB 7.2k RPM NLSAS;One-Time;GBP,GBP,true,1TB 7.2k RPM NLSAS,Standard Price Book;true,1TB 7.2k RPM NLSAS,One-Time;OneTime,390
32GB RDIMM;Standard Price Book;32GB RDIMM;One-Time;GBP,GBP,true,32GB RDIMM,Standard Price Book;true,32GB RDIMM,One-Time;OneTime,700
4TB 7.2k RPM NLSAS;Standard Price Book;4TB 7.2k RPM NLSAS;One-Time;GBP,GBP,true,4TB 7.2k RPM NLSAS,Standard Price Book;true,4TB 7.2k RPM NLSAS,One-Time;OneTime,630
8GB RDIMM;Standard Price Book;8GB RDIMM;One-Time;GBP,GBP,true,8GB RDIMM,Standard Price Book;true,8GB RDIMM,One-Time;OneTime,310
8TB 7.2k RPM NLSAS;Standard Price Book;8TB 7.2k RPM NLSAS;One-Time;GBP,GBP,true,8TB 7.2k RPM NLSAS,Standard Price Book;true,8TB 7.2k RPM NLSAS,One-Time;OneTime,790
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;8TB 7.2k RPM Self-Encrypting NLSAS;One-Time;GBP,GBP,true,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,8TB 7.2k RPM Self-Encrypting NLSAS,One-Time;OneTime,940
Additional API;Standard Price Book;Additional API;Evergreen Monthly;GBP,GBP,true,Additional API,Standard Price Book;true,Additional API,Evergreen Monthly;Evergreen,1570
Additional API;Standard Price Book;Additional API;Term Annual;GBP,GBP,true,Additional API,Standard Price Book;true,Additional API,Term Annual;TermDefined,11790
Additional API;Standard Price Book;Additional API;Term Monthly;GBP,GBP,true,Additional API,Standard Price Book;true,Additional API,Term Monthly;TermDefined,1180
Additional API Flex (100M);Standard Price Book;Additional API Flex (100M);Term Annual;GBP,GBP,true,Additional API Flex (100M),Standard Price Book;true,Additional API Flex (100M),Term Annual;TermDefined,350
